,text_id,text,task_1,task_2,task_3
4346,hasoc_en_4347,"People waited for years just to hear that the match is abandoned .  .   !  very poor planning  ,  you couldn ' t find few days without the rain in years  !  should be rescheduled if same thing happens . ",HOF,HATE,TIN
875,hasoc_en_876,Worst cricket World Cup experience,NOT,NONE,NONE
3111,hasoc_en_3112,"will always be superior to you ,   .  No contest ,  really . ",HOF,HATE,TIN
641,hasoc_en_642,"You don ' t worry Sir ,  India is playing Cricket with and with in next five years we will play with  .  ji hey na bas barosa karke shanth rahiye abi tho ji bhi hey ,  tukde honge",NOT,NONE,NONE
1655,hasoc_en_1656,Love it  -  just ordered mine,NOT,NONE,NONE
335,hasoc_en_336,Dharna at the Collectorate at Palakkad .  IMA protests attack on Doctors . ,NOT,NONE,NONE
4603,hasoc_en_4604,perfect plus add lbs . ,HOF,HATE,TIN
4186,hasoc_en_4187,"Hey  , what type of planning is this  ?  ?  ?  Majority of your planned matches are disturbed due to rain in  .  Instead of concentrating on you guys should have planned it properly  . ",HOF,HATE,TIN
477,hasoc_en_478,Dhoni is legend and i guess he will do better whatever he decides later but this controversy will effect on games focus .  .  .  Let the rule of cricket on top when playing cricket . ,NOT,NONE,NONE
748,hasoc_en_749,pastor who defended proposed bill criminalizing accused of teenage relative for years,NOT,NONE,NONE
718,hasoc_en_719,"Like most Tories ,  he contradicts himself all the time .  He doesnt give a crap what we think though .  May open the eyes of  * some *  wavering supporters though .  Lets hope so ! ",NOT,NONE,NONE
2302,hasoc_en_2303,This should have been the anthem of this world cup,NOT,NONE,NONE
63,hasoc_en_64,"LMAO at the shoe - lifts ,  girdle - butt stance .  Pathetic .  But for the vomitus of lies he spews and crimes he commits",HOF,PRFN,TIN
1562,hasoc_en_1563,Day th .  No trace of Aircraft .   . ,NOT,NONE,NONE
3528,hasoc_en_3529,"Today ,  is the th Anniversary of the Deaths of Nicole Brown  & amp ;  Ronald Goldman subscribe to this part Podcast from Kim Goldman ,  Rons sister  .  .  . ",NOT,NONE,NONE
162,hasoc_en_163,"If all remaining get washed  :  NZ  -  Ind  -  Eng  -  Aus  -  WI  -  SL  -  Pak  -  Bang  -  SA  -  Afg  -  Semi Final Aus vs NZ  ( If rain continues )  ,  NZ Eng vs Ind  ( If rain continues )  ,  Ind Final Ind vs NZ  ( If rain continues )  ,  NZ  -  India will win jointly  . ",NOT,NONE,NONE
486,hasoc_en_487,Sahib st of all your rule dosent apply on the Respect of let me be very loud and clear . Dhoni ' s Gloves is not breaching the ICC Rules  & amp ;  Regulations at all . I am ashamed of your opinion of opposing this rather than supporting this .  . ,NOT,NONE,NONE
3648,hasoc_en_3649,What a complete babbling  ! ,HOF,HATE,UNT
955,hasoc_en_956,Charlie Sykes with the shoutout . ,NOT,NONE,NONE
5660,hasoc_en_5661,I think depending on a Criminals Past and be definitely on cases of Repeat Offenders  .  Keep getting out of prison repeatedly for doing same offense when is,HOF,HATE,TIN
1799,hasoc_en_1800, ' Why naked ambition is helping Boris Johnson .  ' ,NOT,NONE,NONE
2863,hasoc_en_2864, \ nThere must be Stringent Punishment for these kind of Gandi Naale ke MPs  &  the Movement he uttered those words he was supposed to be suspended for life time from participating in any of the Elections in future apart from facing procecution . ,HOF,HATE,TIN
2009,hasoc_en_2010,Our borders are just as secure in the south  . drugs and criminals enter America through the east  & amp ;  west coast  .  .  by air  & amp ;  sea . just build a wall  & amp ;  a domed around our country .  .  I think not !  !  !  .  . America will always be a beacon of light for the world .  . ,NOT,NONE,NONE
1748,hasoc_en_1749,is more disrespectful of the American flag than the man who set it on fire and was awarded  $ 225K by the Supreme Court !  ! ,NOT,NONE,NONE
45,hasoc_en_46,"Where were the IMA  & amp ;  other associations when doctors were being hounded for a year after without any fault of their own ?  Doctors need to stand up with each other ,  no matter who the assaulter is and who is in power",NOT,NONE,NONE
499,hasoc_en_500,"A lip reader has reported what Trump was saying to  -   ' In fact ,  your Royal Majestyness .  Mine has been confirmed by historians to be the biggest dick of all the American presidents .  True ,  the biggest  & amp ;  the best .  .  .  '  . ",HOF,PRFN,TIN
510,hasoc_en_511,Because,NOT,NONE,NONE
147,hasoc_en_148,"percent of the hate speech initially removed was restored within days ,  and  %  of these restored posts were Islamophobic in nature . Facebook in India Is Drowning in Hate Speech via",NOT,NONE,NONE
2765,hasoc_en_2766,"You know nothing about geopolitics ,  so kindly refrain from talking about it .  Actually ,  kindly refrain from talking ,  period . ",HOF,HATE,TIN
398,hasoc_en_399,"We need to understand ICC rules correctly It can only allow terror sponsering countries to play ,  but not the Army insignia . ",HOF,HATE,TIN
1524,hasoc_en_1525,Who ' s excited for the debates in weeks ? ,NOT,NONE,NONE
1407,hasoc_en_1408,infant died by dr . chandrakala and hospital negligence .  how can they treat the patient through what ' s app ?  how medical practice is allowed without incomplete infrastructure and equipments .  Can you support us ?  It should not happened to others,NOT,NONE,NONE
5812,hasoc_en_5813,How about WE take care of the CHILDREN we already have ?  !  ?  BTW .  .  .  .  .  .  . how many children has the Fostered ?  ?  ?  ?  ?  ?  ? ,NOT,NONE,NONE
1035,hasoc_en_1036,would be better off with this : ,HOF,PRFN,TIN
3895,hasoc_en_3896,Why so much Muslim appeasement by Mamta Banerjee Just vote bank politics by her .  She has the rights to say doctors that they are wrong and are outsiders but she cannot say that Muslim crowd . who attacked that they were wrong . ,NOT,NONE,NONE
1339,hasoc_en_1340,New game .  .  .  How many dippin '  sauces are in the pockets / purse of these two ?  My guess ? ,NOT,NONE,NONE
4519,hasoc_en_4520,Mr .   ' No - Collusion '  confessed that he thinks Collusion is OK . ,HOF,HATE,TIN
5192,hasoc_en_5193,From our Latino friends . ,HOF,PRFN,TIN
3770,hasoc_en_3771,God I miss,NOT,NONE,NONE
5679,hasoc_en_5680,"this is the best way that would ' ve gone after washouts ,  to have organised such a bizzare No words can describe how terrible this has been on the part of Only money  & amp ;  no emotions is a real virus to cricket",HOF,HATE,TIN
727,hasoc_en_728," ' As a TMC supporter ,  I am deeply ashamed .  .  .  '  :  Kolkata Mayor ' s daughter Shabba Hakim slams Mamata Banerjee alleging inaction and silence over protection of doctors .  Read here",NOT,NONE,NONE
3743,hasoc_en_3744,All CAMERAs on The now .  .  .  Will be with Glove or it will be of Feelings of OR prevails .  .  .  Jo bhi ho All wants is Victory in match .  .  . ,NOT,NONE,NONE
2613,hasoc_en_2614,An intern at was brutally assaulted following the death of terminally ill patient .  It is deeply disheartening to see society ' s perspective towards our life saviours . We stand with  & amp ;  condemn attacks on all doctors . ,NOT,NONE,NONE
393,hasoc_en_394,"people ,  we have to stop this fake activist troll from ruining our movement . ",HOF,HATE,TIN
4316,hasoc_en_4317,"I dont think so .  Jackie had style ,  class ,  bearing , wit ,  educated ,  career ( editor )  and damn good taste .  .  . Other Stiff ass mannequin ,  speech plagiarist half rate model .  Sorry magas she was never ever a super model",HOF,HATE,TIN
2392,hasoc_en_2393,"Have you entered this  & amp ;  Giveaway by  ?  If not ,  do it NOW !  !  ! ",NOT,NONE,NONE
5669,hasoc_en_5670,Go away,HOF,PRFN,TIN
3767,hasoc_en_3768,or just write India on gloves but don ' t change gloves . ,NOT,NONE,NONE
1133,hasoc_en_1134,Its classic MO . ,NOT,NONE,NONE
1819,hasoc_en_1820,Vox Sentences :  Nothing wrong with listening,NOT,NONE,NONE
5130,hasoc_en_5131," * After betrayal from momta Didi ,  media and patients *  AIIMS Doctors : ",NOT,NONE,NONE
2216,hasoc_en_2217,"Be honest  -  would you have wanted as your commanding officer while you were in the army ?  Your life in his lazy ,  lying ,  sloppy ,  self - serving ,  self - indulgent hands ?  Of course you wouldn ' t  -  so why back him to lead the country ? ",NOT,NONE,NONE
1018,hasoc_en_1019,Because dictators love stupid populations -  right  ? ,HOF,HATE,TIN
1368,hasoc_en_1369,The loves how stupid is !  They are thriving off of it . ,NOT,NONE,NONE
1577,hasoc_en_1578,WRONG Stop with the lies you sick evil Just resign you will never lie you way out of this . ,HOF,OFFN,TIN
1783,hasoc_en_1784,The only way Melania T is like Jackie O is that their husbands both cheated on them . ,NOT,NONE,NONE
1566,hasoc_en_1567,who is better,NOT,NONE,NONE
3065,hasoc_en_3066,"Do you remember in your speech you said is not about election .  It ' s about freeing India of Congress mentality of caste ,  religion ,  etc But you ' re carrying on with the congress mentality Sir .  You ' re further strengthening the communial mentality . ",HOF,HATE,TIN
4398,hasoc_en_4399,Problem with people like you is they make generalized Statment .  You should be strongly condemning for poor handling in to protect goons belonging to a tribe .  Have some sense of right  & amp ;  wrong at individual level . ,NOT,NONE,NONE
2410,hasoc_en_2411,Abusing Modi who is taking Bharat on top ranking on world map Shame,NOT,NONE,NONE
4288,hasoc_en_4289,Mr .  Johnson Back at it Again,HOF,HATE,TIN
3917,hasoc_en_3918,Only to be informed of his complete and utter bullshit  .  .  . cant stand the douche bag .  But youre my fave person I follow hahahaha so I will gladly unfollow,HOF,PRFN,TIN
2496,hasoc_en_2497,"Irony is , teachers  ( who make us doctor )  who taught us at the Time of neet - ug .  Have not a sec to support doctors",NOT,NONE,NONE
308,hasoc_en_309,So has that derby fan had his bouncing Frank tattoo removed yet,NOT,NONE,NONE
2159,hasoc_en_2160,Jackie O didnt do Lesbian Porno movies . ,NOT,NONE,NONE
4122,hasoc_en_4123,lol  ' has a little getting even to do '  thankfully knife blades can ' t penetrate my twitter account,HOF,OFFN,TIN
3896,hasoc_en_3897,The  ' coronation '  of  ?  Will just Tory MPs or Tory Party members be allowed to pick the next British PM in a country of million ?  How can this be possible in a  ' democracy '  ?  The can no longer pretend to be a democracy . ,NOT,NONE,NONE
1383,hasoc_en_1384,continues to try sooooo hard to remain relevant .  is the only one who cares,NOT,NONE,NONE
3443,hasoc_en_3444,Now we understand how the matches are designed !  They are making sure only ENG will be match ready when it ' s time for Semis and all other teams matches get washed out !  Desperate times !  Desperate measures ! ,NOT,NONE,NONE
2733,hasoc_en_2734,Facts are Facts . ,HOF,HATE,TIN
2993,hasoc_en_2994,THIS JUST IN :  :  IT TOOK A INTERNATIONAL TEAM TO DETHRONE THE WARRIORS ONLY CLEVELAND COULD DEFEAT GSW DURING THE YR RUN,NOT,NONE,NONE
1103,hasoc_en_1104,"Flying Object Struck Tanker in Gulf of Oman ,  Operator Says ,  Not a Mine",NOT,NONE,NONE
3810,hasoc_en_3811,"Kid on a bike cycling down the road towards me ,  decides to try show off by taking his cap off ,  twirling it and catching it .  Only he dropped it and fell off his bike a foot away from me .   . ",NOT,NONE,NONE
4659,hasoc_en_4660,Not only are you a slob physically but also morally and ethically .  You are making a flimsy excuse for murder .  Why not encourage support for women who carry their child to term and offer adoption alternatives to loving couples instead of taking the easy way out . ,HOF,HATE,TIN
195,hasoc_en_196,Have some sense Just creating issue out of nothing,NOT,NONE,NONE
1019,hasoc_en_1020,No less than he deserves .  Boris Johnson  ( or Boorish Johnson as I call him )  is unfit to be our next Prime Minister . ,HOF,HATE,TIN
5194,hasoc_en_5195,A cursory look at the comments section of  ' s tweets indicates why she gives two hoots to her detractors .  Almost all the critical comments are from North Indians / Non Bengalis .  She knows her votebank is intact . ,HOF,HATE,TIN
1924,hasoc_en_1925,How old are you ?  No do over ?  We haven ' t even started getting to the bottom of all your crimes . ,NOT,NONE,NONE
1021,hasoc_en_1022,Nothing wrong in wearing the proud badge .  .  ICC have to consider .  .  . ,NOT,NONE,NONE
245,hasoc_en_246,Disappointment Remains,NOT,NONE,NONE
2783,hasoc_en_2784," -  Are you sure ,  you are credible enough to conduct cricket world cup ?  Stop just staring and pointing out at attire of cricketers",HOF,HATE,TIN
3161,hasoc_en_3162,World cup turning out to be raincup while giving us a world cup where we get to see every drama related to the sport except a good cricket match,NOT,NONE,NONE
1169,hasoc_en_1170,With the real running scared  & amp ;  not engaging with the media  ( unless of course hes being paid ks for it !  )  or the wider public we will have to make do with,NOT,NONE,NONE
2820,hasoc_en_2821,"Now mamata didi cancels her meeting with the striking doctors .  Shows het immaturity .  She dreams of becoming the leader of India ,  but she is no statesman .  She had egoistical mind ,  acts childish and behaves as a tyrant . ",HOF,HATE,TIN
4103,hasoc_en_4104,How she is relating the doctors security issue with political issue .  .  i guess she wants to make it political .  .  . ,HOF,HATE,TIN
457,hasoc_en_458,I went looking for dickheads this weekend and I found you . ,HOF,PRFN,TIN
784,hasoc_en_785,The kids should go to prison with their traffickers . ,NOT,NONE,NONE
5558,hasoc_en_5559,Im ready for the Brad Marchand crying memes,NOT,NONE,NONE
5814,hasoc_en_5815,And isn ' t responsible for your Safety cuz you don ' t have any respect for so why would they sacrifice their life for you .  Stop doing These cheap stunts to gain some invaluable fame,NOT,NONE,NONE
3511,hasoc_en_3512,The tables have turned . ,NOT,NONE,NONE
5129,hasoc_en_5130,"Why TMC people flocking to BJP ,  because she was partner in BJP govt ,  she rose in Bengal on BJP forces ,  why for  ' new '  ego all three Modi - Mamata - Shah burning Bengal ?  They should stop public posturing ,  and show their true one - ness !  manish sisodia",NOT,NONE,NONE
3620,hasoc_en_3621,I wonder if this nitwit has ever bought a car on the never never and refused to pay for it after taking delivery claiming its my money . ,NOT,NONE,NONE
4919,hasoc_en_4920,Hello what is this ?  Entire Pakistani team on field and what wrong about,NOT,NONE,NONE
1927,hasoc_en_1928,"A reminder of the views of Boris Johnson ' s father ,  an ex - spy ,  about the Irish border and the Irish . ",NOT,NONE,NONE
920,hasoc_en_921,Too puffed up to debate,NOT,NONE,NONE
2559,hasoc_en_2560,Avlon :  This is what the Founding Fathers warned against,NOT,NONE,NONE
2960,hasoc_en_2961,"The hypocrisy .  The audacity .  The stone - faced liar that is our President .  For Pride Month ,  Trump has nothing to be proud of ,  activists say",HOF,OFFN,TIN
3358,hasoc_en_3359,"Lol yep ,  GM sis .  Im firm on my campaign ,  the draft dodger has our nation on the ropes ! ",NOT,NONE,NONE
242,hasoc_en_243,"Trump is loyal only to Russia ,  Saudi Arabia ,  and himself . ",NOT,NONE,NONE
5271,hasoc_en_5272,No way .  You are not doing anything but ruining Our Beautiful Country . ,NOT,NONE,NONE
3997,hasoc_en_3998,You have to take this for exactly what it is .  Trump is a traitorous POS .  He only cares about one thing and it ' s not our country our it ' s people .  He holds the highest office in the land by title only and he throws OUR country UNDER THE FUCKING BUS DAILY FOR HIS EGO . ,HOF,OFFN,TIN
4917,hasoc_en_4918,Impose in West Bengal before situation gets fully out of control .  needs immediate medical help as she has lost her balance of mind . ,HOF,HATE,TIN
2558,hasoc_en_2559,Pose star Indya Moore attacked outside studio by a deranged Trump supporter,NOT,NONE,NONE
4719,hasoc_en_4720,Opinion :  How Trump is abandoning LGBTQ people over pride flags,HOF,PRFN,TIN
4507,hasoc_en_4508,If Boris can ' t be bothered to turn up at a debate .  Then next general election I can ' t be bothered to vote for him . ,HOF,HATE,TIN
1138,hasoc_en_1139,Imagine wishing a traitor bigot a happy Birthday .  .  .  . guess inbred trailer Trash needs a hobby too !  !  ! ,HOF,OFFN,TIN
3943,hasoc_en_3944,"You should have stopped here ,  Senator .  Ive voted for you three times .  .  . one time too many .  This pains me ,  but I dont think you represent me anymore .  will be my first vote for a democrat for US senate ever .  Its true",HOF,HATE,TIN
489,hasoc_en_490,True that,NOT,NONE,NONE
642,hasoc_en_643,"Yes he is going to fought war against the world top teams  ( we consider this as Mahabarath )   ,  yes we admit that he is in England for playing cricket ,  this shows his patriotism toward the Indian army .  Is this isn ' t the huge issue",NOT,NONE,NONE
4815,hasoc_en_4816,"My cousin is a fucking dumbass ,  she brought her kid to a family lunch who spread his gastro around the whole fam but thinks it was food poisoning !  !  YOU CANT FUCKING CATCH FOOD POISONING DICKHEAD",HOF,PRFN,TIN
2046,hasoc_en_2047,shop :  Benedict Donald so called president is a traitor Short - Sleeve Unisex T - Shirt,NOT,NONE,NONE
1294,hasoc_en_1295,disagree fr special protection to doctors .  should given dem confidence dat all r safe in WB . all citizens r protected by law dats it . Assualt on doctor should b investigated  & amp ;  leniency frm doctor perspective should als b investigated in Kolkata case,NOT,NONE,NONE
3295,hasoc_en_3296,to Leave Immediately and Begin New Job at Kremlin,NOT,NONE,NONE
2899,hasoc_en_2900,As a Muslimn \ nMy food is my Business \ nMy Dress is my Business  \ nMy Faith is my Business  \ nMy Marriage is my Business  \ nMy Prayer is my Business \ n \ nI don ' t POKE in your Business .  So don ' t POKE in my Business .  Thank you ! ,HOF,HATE,UNT
4168,hasoc_en_4169,It sickens me to see it again . ,NOT,NONE,NONE
5290,hasoc_en_5291,"I love this photo ;  it was taken shortly after she had her nipples surgically blurred .  She had originally intended on marrying a rich Evangelist .  But instead married a  ,   ,  who would prefer to bang his own daughter . ",NOT,NONE,NONE
508,hasoc_en_509,National service for farm workers will solve it .  Conscripted cows and sheep in servitude will weather the Brexit Storm . ,NOT,NONE,NONE
2704,hasoc_en_2705,This is For You,NOT,NONE,NONE
3543,hasoc_en_3544,"You get dumber by the minute ,  its flabbergasting",HOF,OFFN,TIN
4251,hasoc_en_4252,NOW THE BLOOD IS ON DOCTOR ' S HAND,HOF,OFFN,UNT
391,hasoc_en_392,Sick motherfuckers !   & amp ; ,HOF,PRFN,TIN
3520,hasoc_en_3521,It is shocking to think that there are people who demonstrated in order to defend these disgusting monsters .  .  . ,NOT,NONE,NONE
1529,hasoc_en_1530,I hope you do not have a Happy Birthday Mr .  President .  You can go and kiss my skinny year old ass because never will you ever be my goddamn president and I dont care what the hell you think !  !  ! ,HOF,PRFN,TIN
2632,hasoc_en_2633,"Also in  ,  and  ( of a fellow  )  curses gods and calls for mass and  . ",HOF,HATE,TIN
400,hasoc_en_401,But have a  ' mandate '  ? ,HOF,PRFN,TIN
3747,hasoc_en_3748,"Hey ,  it ' s  !  Also ,   . ",NOT,NONE,NONE
3051,hasoc_en_3052,Great .  .  .  .  .  Well done  .  .  .  .  . Thanks for water entertainment .  .  .  .  .  .  . ,HOF,HATE,TIN
4040,hasoc_en_4041,No .  He is and always has been a,HOF,PRFN,TIN
204,hasoc_en_205,"News is hard to take .  I will hold the belief ,  that no matter what it looks like -  This President will be gone -  somehow someway .  My wish -  WE WOULD SHOW HIS CORRUPTION ON TV -  NOW  -  IN IMPEACHMENT HEARINGS .  PLEASE SOMEONE EXPLAIN to me why this isn ' t happening ? ",NOT,NONE,NONE
5075,hasoc_en_5076,We didn ' t waited years to see rains in England . ,HOF,HATE,TIN
2208,hasoc_en_2209,Restore justice to  ' sFraternity,NOT,NONE,NONE
714,hasoc_en_715,Surprise me .  .  .  Union only an afterthought for Johnson . ,NOT,NONE,NONE
4028,hasoc_en_4029,"Did they give you research on your opponents ,  or were you conducting legitimate state business ?  The fact that you don ' t understand this simple concept demonstrates how unqualified you are for this job . ",HOF,OFFN,TIN
4222,hasoc_en_4223,We know he loves molesting it . ,HOF,HATE,TIN
2218,hasoc_en_2219,There are far more important issues to be reported n sorted out .  Leave this to the which will definitely come up a better solution than you two poking your noses unnecessarily . ,NOT,NONE,NONE
3549,hasoc_en_3550,Is this a plan by ICC to defame cricket as it is popular in India . Why such a pathetic planning for such a big moment as world cup . There should be an investigation . ,NOT,NONE,NONE
3462,hasoc_en_3463," ,  multiple countries have suffered bcs he even exists . ",NOT,NONE,NONE
4598,hasoc_en_4599,See who funded the  !  You may be surprised .  via,HOF,PRFN,TIN
3219,hasoc_en_3220,He should be tarred and feathered !  No more for me . ,HOF,HATE,TIN
863,hasoc_en_864,Yes !  On ! ,NOT,NONE,NONE
976,hasoc_en_977,A billion Cricket fans waited four years to watch how it rains in England,NOT,NONE,NONE
5069,hasoc_en_5070,Today ' s House Judiciary hearing re :   /  was the most perfect example to date proving what the next year and a half is going to continue to be all about  ( i . e .  shit into the faces of the American people )  . ,HOF,HATE,TIN
5447,hasoc_en_5448,Boom like your fake attack on The Japanese ship you incompetent TV watching old nasty liar ?  Only way to get you up ?  Wheres Eric Prince ? ,HOF,HATE,TIN
5680,hasoc_en_5681,No .  Its called a registry if you do that and is remniscent of Hitler and Nazi tactics to disarm citizens .  It wont ever happen here . ,HOF,OFFN,TIN
5226,hasoc_en_5227,"I noticed recently Jamie Oliver ' s restaurants closing , I only really remember how he said he won ' t employ English people because they are lazy  , ",NOT,NONE,NONE
2096,hasoc_en_2097,SHUT THE FUCK UP YOU STUPID CUNT AND GO AWAY ! ,HOF,PRFN,TIN
5431,hasoc_en_5432,But they didnt deceive us !  ?  Most of us knew it was a SHIT bill but we truly have no say !  This life is just a simulation and its sad .  But .  .  .  imma live my best life and do dope shit regardless .  Ill figure it out !  Oh btw .  .  . ,HOF,PRFN,TIN
3799,hasoc_en_3800,IMA Scam :  Who is Md Mansoor Khan ?  The Fraudster behind IMA Ponzi Scam,HOF,OFFN,TIN
2382,hasoc_en_2383,Act like you been there befo .  .  .  . Oh thats right .  Never been there .  Thats cute .  Good for you guys .  .  .  . ,NOT,NONE,NONE
3575,hasoc_en_3576,The dirty secrets of Boris Johnsons seduction of Conservative MPs  |  Andrew Rawnsley  |  Opinion  |  The Guardian,NOT,NONE,NONE
3124,hasoc_en_3125,Wonderful article in about the new edition of my The and the,NOT,NONE,NONE
95,hasoc_en_96,What it is that we will do anything to get trump the hell out there EXCEPT CHEAT LIKE TRUMP DID !  !  !  ! ,HOF,HATE,TIN
902,hasoc_en_903,Tomorrow ' s match has  %  chance of being washed out . ,NOT,NONE,NONE
1558,hasoc_en_1559,Where does a douchebag get fitted ? ,HOF,PRFN,TIN
3670,hasoc_en_3671,"Would you expect anything less from a  ,  no not me .  .  . ",HOF,OFFN,TIN
485,hasoc_en_486,Gets Free Speech Wrong While Refusing To Fire,NOT,NONE,NONE
4030,hasoc_en_4031,"Looks like durex doesn ' t do much business in Pakistan looking at this risky marketing strategy !  Bloody brilliant !  Still think India should ' ve pulled out of after the issue but hell if we are playing ,  let ' s beat the shit outta Pak ! ",NOT,NONE,NONE
1543,hasoc_en_1544,Do u support him for his action ?  Is this right or wrong ?  Comment below,NOT,NONE,NONE
674,hasoc_en_675,Happy  ! ,NOT,NONE,NONE
2730,hasoc_en_2731,Of course not !  ! ,HOF,HATE,TIN
5498,hasoc_en_5499,"Waris appears on TV with an AK - 47 in the background ,  he is trying to appear as some jihadi warrior . ",HOF,HATE,TIN
1750,hasoc_en_1751,fixed it for ya MillieVanillie .  .  .  you ' re very welcome,NOT,NONE,NONE
4266,hasoc_en_4267,Wasn ' t your grandparent a draft dodger  & amp ;   ' undocumented immigrant '  ?  Didn ' t your wife lie on her application  & amp ;  overstay it ?  Funny how you hate  ' immigrants '  who pay more in taxes  & amp ;  work harder than you ever have or ever will . ,NOT,NONE,NONE
3846,hasoc_en_3847,This is sad and disgusting and I can ' t take it anymore .   :  '  ( ,NOT,NONE,NONE
5615,hasoc_en_5616,Little girl crying because he couldn ' t be in a parade .  Such a hypocrite bought a kid for a doll .  .  . ,HOF,HATE,TIN
1878,hasoc_en_1879,"Proud of you and our Indian Army ,  keep wearing I salute And I stand with",NOT,NONE,NONE
2095,hasoc_en_2096,Scary that WH thinks this is worth promoting .  This coming from an Onion or Rogue account would be normal . ,NOT,NONE,NONE
1596,hasoc_en_1597,But it ' s not being risk averse that keeps away from scrutiny is it ?  It ' s a belief that he should be beyond accountability .  He is road testing autocracy . ,NOT,NONE,NONE
3226,hasoc_en_3227,Have you read the Mueller Report ?  You can randomly pick a page and it ' s shocking how grimy he and his associates behaved . ,NOT,NONE,NONE
3552,hasoc_en_3553,Tory leadership candidates take part in press gallery hustings but Boris Johnson stays away,NOT,NONE,NONE
1186,hasoc_en_1187,How about a statement on Donald ' s interview with  ? ,NOT,NONE,NONE
987,hasoc_en_988, .  The End,NOT,NONE,NONE
2795,hasoc_en_2796,"If at all wants to raise Outsiders issue ,   ' Outsiders '  In West Bengal are illegal Bangladeshis  & amp ;  Rohingyas who are fraudulently given citizenship credentials  & amp ;  these people needs to be kicked out  & amp ;  not Doctors . ",HOF,HATE,TIN
502,hasoc_en_503,Shoutout to she is a true blue,NOT,NONE,NONE
2866,hasoc_en_2867,By using Congress has scooped to Naali level,HOF,HATE,TIN
2956,hasoc_en_2957,I mean FAUX KING,NOT,NONE,NONE
4602,hasoc_en_4603,Ali Catterall ' s take on it all  .  . ,HOF,HATE,TIN
4263,hasoc_en_4264,"MORE TARIFFS ,  DOG VOMIT DON ,  TARIFFS TARIFFS THE MUSICAL FRUIT ,  THE MORE YA TARIFF ,  THE MORE YA TOOT ,  THE MORE YA TOOT THE BETTER YA FEEL ,  TRUMPERRHOIDS WANT MORE TARIFFS AT EVERY GOD DAMNED MEAL TARIFFS MAKE AMERICA RICH",HOF,PRFN,TIN
3134,hasoc_en_3135,"So ,  home state would have all the underage girls potentially impregnated by this pastor forced to give birth to his children next year ?  Damn ,   !  Even I threw up in my mouth a little !  Mitch is pro -  ,  pro -  and pro -  .  Nice . ",HOF,PRFN,TIN
4341,hasoc_en_4342,"said ,  only yesterday ,  that drug addicts use food banks to fuel their addiction .  She isnt sorry .  And we wouldnt accept an apology anyway .  The only thing we will accept is a trial . ",HOF,HATE,TIN
2497,hasoc_en_2498,How can ICC organise a world cup in such weather .  Its highly unfair to teams and biased on part of ICC . ,NOT,NONE,NONE
2274,hasoc_en_2275,"Adam Silver is into hardcore BDSM .  Still figuring out what role he plays ,  hes absolutely cringe - tastic .  He also has bodies buried in his backyard ,   +  Im thinking",HOF,OFFN,TIN
5275,hasoc_en_5276,Im so pissed off at these fascist  .  Immigrants from Central America are Americans .  Traitor Trump serves the interest of hostile foreign governments and puts those Americans who seek US citizenship in cages . ,HOF,HATE,TIN
5105,hasoc_en_5106,"It wasnt fake ,  according to the Mueller report the Russians absolutely interfered with our election and even admitted a couple days ago he would take damaging intel from a foreign power if approached",NOT,NONE,NONE
5417,hasoc_en_5418,Well he was a bit late but hes turned up,HOF,HATE,TIN
4444,hasoc_en_4445,A trump level of stupid ! ,HOF,PRFN,TIN
5427,hasoc_en_5428,"We expected severe for  ,  shld review Life imprisonment ,   ,  protect",HOF,HATE,UNT
4613,hasoc_en_4614,"working on his final and biggest bankruptcy ever ,  buhleave me !  before he",HOF,PRFN,TIN
2090,hasoc_en_2091,Who ' s  ' The Turnip '   ?  Answer below  .  . ,NOT,NONE,NONE
1846,hasoc_en_1847,Any luck finding Nicoles killer ? ,NOT,NONE,NONE
4968,hasoc_en_4969,"Trump sided with the Saudi Crown Prince after his assassination of Washington Post journalist Jamal Khashoggi ,  who lived in the United States .  And Kushner supported him after as well .  Its pathetic and disgusting .  Bunch of damn traitors . ",HOF,OFFN,TIN
4477,hasoc_en_4478,"They will never say that that would be a lie ,  their job is to report the truth .  That ' s your job also ,  but you don ' t know how .  You say the media has been against you since day  ,  they report the truth  & amp ;  you have quite a history !  !  Pull your big boy pants up ,   & amp ;  except it !  ! ",HOF,PRFN,TIN
1974,hasoc_en_1975,Attention  :  JULY  :  chose SPY at FREEDOM FEST  ( Putin Sanctions )  JULY  :  She met w Trump Jr  :  LIFT sanctions Apr  :  She admits she ' s Secret agent for Kremlin  :  Sentenced to USA prison . ,NOT,NONE,NONE
2813,hasoc_en_2814,Dear diary .  .  .  You ARE the enemy of the people . ,HOF,HATE,TIN
5305,hasoc_en_5306,"Indians do not have any connection with the logic in any way .  is a useless campaign .  Better sense should prevail .  Its a cricket game ,  play it with sportsmanship and dont try to be Chaudhary of cricket .  Adivce from Pakistan",NOT,NONE,NONE
208,hasoc_en_209,Pete Buttigieg just gave his first foreign policy speech .  He offered clear proposals . ,NOT,NONE,NONE
4382,hasoc_en_4383, ' S NUMBERS ARE DOWN ! ,HOF,PRFN,UNT
977,hasoc_en_978,"These lame photo ops are becoming like a parody account ,  given Rome is burning as you tweet . ",NOT,NONE,NONE
4570,hasoc_en_4571,"Final award .  We all love him but hes our dick of the season .  He sulks ,  he moans and he can play left back .  Refuses to run the line and hes massive dick .  Wears his cocks with pride . ",HOF,PRFN,UNT
